Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
21-10-2020,18:48,21-10-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,495.26,29da75fa-0892-4933-930d-f9b56c021448
21-10-2020,18:48,21-10-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.08,EUR,495.76,29da75fa-0892-4933-930d-f9b56c021448
21-10-2020,18:48,21-10-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,"Koop 25 @ 20,9 USD",,USD,-522.50,USD,-522.50,29da75fa-0892-4933-930d-f9b56c021448
21-10-2020,00:00,20-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,495.84,
20-10-2020,15:49,20-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,009923 @ 9.917,0938 EUR",,,,EUR,495.85,
20-10-2020,15:49,20-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,03 @ 9.917,0938 EUR",,,,EUR,496.61,
20-10-2020,00:00,19-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,496.61,
19-10-2020,09:24,19-10-2020,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-4.00,EUR,496.63,1d8935b8-6839-4c2d-b4c8-948c043ef1aa
19-10-2020,09:24,19-10-2020,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.20,EUR,500.63,1d8935b8-6839-4c2d-b4c8-948c043ef1aa
19-10-2020,09:24,19-10-2020,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,"Koop 45 @ 8,705 EUR",,EUR,-391.73,EUR,500.83,1d8935b8-6839-4c2d-b4c8-948c043ef1aa
19-10-2020,00:00,18-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.04,EUR,892.56,
16-10-2020,15:59,16-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,002416 @ 9.917,7042 EUR",,,,EUR,892.59,
16-10-2020,15:59,16-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,04 @ 9.917,7042 EUR",,,,EUR,916.55,
16-10-2020,00:00,15-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,916.55,
15-10-2020,17:01,15-10-2020,JUST EAT TAKEAWAY.COM NV,NL0012015705,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,916.56,be814fa9-7cff-4564-a599-548533d4581b
15-10-2020,17:01,15-10-2020,JUST EAT TAKEAWAY.COM NV,NL0012015705,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.13,EUR,918.56,be814fa9-7cff-4564-a599-548533d4581b
15-10-2020,17:01,15-10-2020,JUST EAT TAKEAWAY.COM NV,NL0012015705,"Verkoop 4 @ 105,7 EUR",,EUR,422.80,EUR,918.69,be814fa9-7cff-4564-a599-548533d4581b
15-10-2020,16:04,15-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,007369 @ 9.917,9106 EUR",,,,EUR,495.89,
15-10-2020,16:04,15-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,07 @ 9.917,9106 EUR",,,,EUR,521.99,
15-10-2020,00:00,14-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,521.99,
14-10-2020,15:02,14-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,008414 @ 9.918,0603 EUR",,,,EUR,522.01,
14-10-2020,15:02,14-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,03 @ 9.918,0603 EUR",,,,EUR,506.28,
14-10-2020,10:25,14-10-2020,HELLOFRESH SE,DE000A161408,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-4.00,EUR,506.28,6eb43438-534f-4671-8033-371ff233eb1b
14-10-2020,10:25,14-10-2020,HELLOFRESH SE,DE000A161408,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.17,EUR,510.28,6eb43438-534f-4671-8033-371ff233eb1b
14-10-2020,10:25,14-10-2020,HELLOFRESH SE,DE000A161408,"Koop 7 @ 49,98 EUR",,EUR,-349.86,EUR,510.45,6eb43438-534f-4671-8033-371ff233eb1b
14-10-2020,09:58,14-10-2020,JUST EAT TAKEAWAY.COM NV,NL0012015705,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,860.31,ba347498-1878-4040-be80-85674384c595
14-10-2020,09:58,14-10-2020,JUST EAT TAKEAWAY.COM NV,NL0012015705,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.12,EUR,862.31,ba347498-1878-4040-be80-85674384c595
14-10-2020,09:58,14-10-2020,JUST EAT TAKEAWAY.COM NV,NL0012015705,"Koop 4 @ 102,8 EUR",,EUR,-411.20,EUR,862.43,ba347498-1878-4040-be80-85674384c595
14-10-2020,00:00,13-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,1273.63,
13-10-2020,15:59,13-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,001299 @ 9.918,196 EUR",,,,EUR,1273.64,
13-10-2020,15:59,13-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,04 @ 9.918,196 EUR",,,,EUR,1286.52,
13-10-2020,12:05,13-10-2020,ING GROEP NV,NL0011821202,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,1286.52,ec6951c7-a71c-4358-95ac-93da5f7899cd
13-10-2020,12:05,13-10-2020,ING GROEP NV,NL0011821202,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.11,EUR,1288.52,ec6951c7-a71c-4358-
,,,,,,,,,,,95ac-93da5f7899cd
13-10-2020,12:05,13-10-2020,ING GROEP NV,NL0011821202,"Verkoop 60 @ 6,385 EUR",,EUR,383.10,EUR,1288.63,ec6951c7-a71c-4358-95ac-93da5f7899cd
13-10-2020,00:00,12-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,905.53,
12-10-2020,09:03,12-10-2020,KPN KONINKLIJKE,NL0000009082,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,905.54,dea53951-5a66-4be5-96a4-53c5acdd55a6
12-10-2020,09:03,12-10-2020,KPN KONINKLIJKE,NL0000009082,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.12,EUR,907.54,dea53951-5a66-4be5-96a4-53c5acdd55a6
12-10-2020,09:03,12-10-2020,KPN KONINKLIJKE,NL0000009082,"Verkoop 173 @ 2,38 EUR",,EUR,411.74,EUR,907.66,dea53951-5a66-4be5-96a4-53c5acdd55a6
12-10-2020,00:00,11-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,495.92,
09-10-2020,16:02,09-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,000602 @ 9.918,79 EUR",,,,EUR,495.94,
09-10-2020,00:00,08-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,501.92,
08-10-2020,08:36,07-10-2020,,,Valuta Debitering,,EUR,5.97,EUR,501.93,
08-10-2020,08:36,07-10-2020,,,Valuta Debitering,1.1776,USD,-7.04,USD,0.00,
08-10-2020,00:00,07-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,495.96,
07-10-2020,08:21,07-10-2020,,,DEGIRO Corporate Action Kosten,,USD,-0.68,USD,7.04,
07-10-2020,08:18,07-10-2020,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,Dividend,,USD,6.82,USD,7.72,
07-10-2020,08:08,07-10-2020,,,DEGIRO Corporate Action Kosten,,USD,-0.10,USD,0.90,
07-10-2020,08:05,07-10-2020,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,1.00,USD,1.00,
07-10-2020,00:00,06-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,495.96,
06-10-2020,16:01,06-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,000096 @ 9.919,3127 EUR",,,,EUR,495.97,
06-10-2020,00:00,05-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,496.92,
05-10-2020,00:00,04-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,496.93,
02-10-2020,16:05,02-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,000251 @ 9.919,9139 EUR",,,,EUR,496.95,
02-10-2020,08:50,01-10-2020,,,Valuta Debitering,,EUR,0.96,EUR,494.46,
02-10-2020,08:50,01-10-2020,,,Valuta Debitering,1.1757,USD,-1.13,USD,0.00,
02-10-2020,00:00,01-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,493.50,
01-10-2020,11:58,30-09-2020,,,DEGIRO Aansluitingskosten 2020 (Nasdaq Copenhagen AB - OMK),,EUR,-2.50,EUR,493.52,
01-10-2020,08:43,30-09-2020,,,DEGIRO Corporate Action Kosten,,USD,-0.08,USD,1.13,
01-10-2020,08:42,30-09-2020,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,0.81,USD,1.21,
01-10-2020,08:40,30-09-2020,,,DEGIRO Corporate Action Kosten,,USD,-0.04,USD,0.40,
01-10-2020,08:40,30-09-2020,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,0.44,USD,0.44,
01-10-2020,00:00,30-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,496.02,
30-09-2020,00:00,29-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,496.02,
29-09-2020,17:35,29-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,002925 @ 9.920,3888 EUR",,,,EUR,496.03,
29-09-2020,17:35,29-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,04 @ 9.920,3888 EUR",,,,EUR,525.04,
29-09-2020,00:00,28-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,525.04,
28-09-2020,19:22,28-09-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,Valuta Debitering,1.1667,USD,-497.50,USD,0.00,6e93d243-a37e-4cb5-9ccf-857b6adcad51
28-09-2020,19:22,28-09-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,Valuta Creditering,,EUR,426.43,EUR,525.05,6e93d243-a37e-4cb5-9ccf-857b6adcad51
28-09-2020,19:22,28-09-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,98.62,6e93d243-a37e-4cb5-9ccf-857b6adcad51
28-09-2020,19:22,28-09-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.09,EUR,99.12,6e93d243-a37e-4cb5-9ccf-857b6adcad51
28-09-2020,19:22,28-09-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,"Verkoop 25 @ 19,9 USD",,USD,497.50,USD,497.50,6e93d243-a37e-4cb5-9ccf-857b6adcad51
28-09-2020,00:00,27-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.21,
25-09-2020,00:00,24-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.21,
24-09-2020,16:00,24-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,001794 @ 9.921,2662 EUR",,,,EUR,99.21,
24-09-2020,00:00,23-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,81.41,
23-09-2020,00:00,22-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,81.42,
22-09-2020,00:00,21-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,81.42,
21-09-2020,17:11,21-09-2020,RANDSTAD,NL0000379121,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,81.42,8bd49165-51ec-49e5-8dc0-cdbc592b56f8
21-09-2020,17:11,21-09-2020,RANDSTAD,NL0000379121,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.06,EUR,83.42,8bd49165-51ec-49e5-8dc0-cdbc592b56f8
21-09-2020,17:11,21-09-2020,RANDSTAD,NL0000379121,"Koop 5 @ 43,05 EUR",,EUR,-215.25,EUR,83.48,8bd49165-51ec-49e5-8dc0-cdbc592b56f8
21-09-2020,17:07,21-09-2020,,,DEGIRO Corporate Action Kosten,,EUR,-0.36,EUR,298.73,
21-09-2020,17:01,21-09-2020,,,iDEAL storting,,EUR,250.00,EUR,299.09,
21-09-2020,16:55,21-09-2020,ROYAL DUTCH SHELL A,GB00B03MLX29,Dividend,,EUR,4.19,EUR,49.09,
21-09-2020,16:55,21-09-2020,ROYAL DUTCH SHELL A,GB00B03MLX29,Dividendbelasting,,EUR,-0.63,EUR,44.90,
21-09-2020,11:39,21-09-2020,ABN AMRO BANK NV,NL0011540547,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,45.53,b83f3459-0bb2-42e5-9573-94622100f8b3
21-09-2020,11:39,21-09-2020,ABN AMRO BANK NV,NL0011540547,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.08,EUR,47.53,b83f3459-0bb2-42e5-9573-94622100f8b3
21-09-2020,11:39,21-09-2020,ABN AMRO BANK NV,NL0011540547,"Koop 40 @ 7,05 EUR",,EUR,-282.00,EUR,47.61,b83f3459-0bb2-42e5-9573-94622100f8b3
21-09-2020,10:06,21-09-2020,,,iDEAL storting,,EUR,300.00,EUR,329.61,
21-09-2020,09:50,21-09-2020,ING GROEP NV,NL0011821202,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,29.61,e703c4a5-68e7-4521-9330-9ccc7d596684
21-09-2020,09:50,21-09-2020,ING GROEP NV,NL0011821202,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.11,EUR,31.61,e703c4a5-68e7-4521-9330-9ccc7d596684
21-09-2020,09:50,21-09-2020,ING GROEP NV,NL0011821202,"Koop 60 @ 6,125 EUR",,EUR,-367.50,EUR,31.72,e703c4a5-68e7-4521-9330-9ccc7d596684
21-09-2020,09:48,21-09-2020,,,iDEAL storting,,EUR,300.00,EUR,399.22,
21-09-2020,00:00,20-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.22,
18-09-2020,16:00,18-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,000274 @ 9.922,2122 EUR",,,,EUR,99.22,
18-09-2020,00:00,17-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,96.51,
17-09-2020,00:00,16-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,96.51,
16-09-2020,00:00,15-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,96.51,
15-09-2020,12:49,15-09-2020,SOLAR A/S,DK0010274844,Valuta Creditering,7.4322,DKK,2219.00,DKK,0.00,ad1d47a4-6e1b-4cde-9a61-3ff121e8705f
15-09-2020,12:49,15-09-2020,SOLAR A/S,DK0010274844,Valuta Debitering,,EUR,-298.57,EUR,96.51,ad1d47a4-6e1b-4cde-9a61-3ff121e8705f
15-09-2020,12:49,15-09-2020,SOLAR A/S,DK0010274844,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-4.00,EUR,395.08,ad1d47a4-6e1b-4cde-9a61-3ff121e8705f
15-09-2020,12:49,15-09-2020,SOLAR A/S,DK0010274844,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.15,EUR,399.08,ad1d47a4-6e1b-4cde-9a61-3ff121e8705f
15-09-2020,12:49,15-09-2020,SOLAR A/S,DK0010274844,Koop 7 @ 317 DKK,,DKK,-2219.00,DKK,-2219.00,ad1d47a4-6e1b-4cde-9a61-3ff121e8705f
15-09-2020,10:58,15-09-2020,,,iDEAL storting,,EUR,300.00,EUR,399.23,
15-09-2020,00:00,14-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.23,
14-09-2020,00:00,13-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.23,
11-09-2020,00:00,10-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,99.24,
10-09-2020,16:02,10-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,005988 @ 9.923,586 EUR",,,,EUR,99.24,
10-09-2020,00:00,09-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,59.43,
08-09-2020,16:32,08-09-2020,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,59.43,c1954591-5735-4b8b-9b8d-0e69b2350d1e
08-09-2020,16:32,08-09-2020,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.07,EUR,61.43,c1954591-5735-4b8b-9b8d-0e69b2350d1e
08-09-2020,16:32,08-09-2020,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,"Koop 3 @ 79,5 EUR",,EUR,-238.50,EUR,61.50,c1954591-5735-4b8b-9b8d-0e69b2350d1e
08-09-2020,15:32,08-09-2020,,,iDEAL storting,,EUR,300.00,EUR,300.00,
04-09-2020,16:03,04-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,005236 @ 9.924,5232 EUR",,,,EUR,0.00,
04-09-2020,16:03,04-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,06 @ 9.924,5232 EUR",,EUR,0.01,EUR,47.27,
03-09-2020,00:00,02-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,47.28,
02-09-2020,21:26,02-09-2020,MICROSOFT CORP,US5949181045,Valuta Creditering,1.1825,USD,465.20,USD,0.00,283f64da-0ff2-4efd-a16d-2024644f289a
02-09-2020,21:26,02-09-2020,MICROSOFT CORP,US5949181045,Valuta Debitering,,EUR,-393.40,EUR,47.29,283f64da-0ff2-4efd-a16d-2024644f289a
02-09-2020,21:26,02-09-2020,MICROSOFT CORP,US5949181045,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,440.69,283f64da-0ff2-4efd-a16d-2024644f289a
02-09-2020,21:26,02-09-2020,MICROSOFT CORP,US5949181045,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,441.19,283f64da-0ff2-4efd-a16d-2024644f289a
02-09-2020,21:26,02-09-2020,MICROSOFT CORP,US5949181045,"Koop 2 @ 232,6 USD",,USD,-465.20,USD,-465.20,283f64da-0ff2-4efd-a16d-2024644f289a
02-09-2020,21:22,02-09-2020,,,iDEAL storting,,EUR,400.00,EUR,441.20,
02-09-2020,10:13,31-08-2020,,,DEGIRO Aansluitingskosten 2020 (New York Stock Exchange - NSY),,EUR,-2.50,EUR,41.20,
02-09-2020,10:13,31-08-2020,,,DEGIRO Aansluitingskosten 2020 (Nasdaq - NDQ),,EUR,-2.50,EUR,43.70,
02-09-2020,00:00,01-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,46.20,
01-09-2020,15:02,01-09-2020,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,46.21,085b4864-c453-4730-9530-208547ee7b62
01-09-2020,15:02,01-09-2020,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.10,EUR,48.21,085b4864-c453-4730-9530-208547ee7b62
01-09-2020,15:02,01-09-2020,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,"Koop 4 @ 80,6 EUR",,EUR,-322.40,EUR,48.31,085b4864-c453-4730-9530-208547ee7b62
01-09-2020,11:46,01-09-2020,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,"Koop 4 @ 81,01 EUR",,EUR,-324.04,EUR,370.71,84ec660c-2902-470f-868e-a18e0d133cab
01-09-2020,00:00,31-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,694.75,
31-08-2020,00:00,30-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.03,EUR,694.77,
28-08-2020,00:00,27-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,694.80,
27-08-2020,16:03,27-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,000214 @ 9.925,7172 EUR",,,,EUR,694.81,
27-08-2020,16:03,27-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,03 @ 9.925,7172 EUR",,,,EUR,696.93,
27-08-2020,00:00,26-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,696.93,
26-08-2020,17:19,26-08-2020,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,696.94,11dc333f-dce7-46e6-99b7-ce6400df0adf
26-08-2020,17:19,26-08-2020,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.09,EUR,698.94,11dc333f-dce7-46e6-99b7-ce6400df0adf
26-08-2020,17:19,26-08-2020,ALFEN NV,NL0012817175,"Verkoop 5 @ 60,4 EUR",,EUR,302.00,EUR,699.03,11dc333f-dce7-46e6-99b7-ce6400df0adf
26-08-2020,00:00,25-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,397.03,
25-08-2020,00:00,24-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,397.04,
24-08-2020,16:02,24-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,004249 @ 9.926,2395 EUR",,,,EUR,397.04,
24-08-2020,16:02,24-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,02 @ 9.926,2395 EUR",,,,EUR,354.87,
24-08-2020,00:00,23-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,354.87,
21-08-2020,17:28,21-08-2020,ROYAL DUTCH SHELL A,GB00B03MLX29,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,354.89,05a8f984-3b90-4a40-b021-c604b9761a42
21-08-2020,17:28,21-08-2020,ROYAL DUTCH SHELL A,GB00B03MLX29,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.07,EUR,356.89,05a8f984-3b90-4a40-b021-c604b9761a42
21-08-2020,17:28,21-08-2020,ROYAL DUTCH SHELL A,GB00B03MLX29,"Koop 19 @ 12,56 EUR",,EUR,-238.64,EUR,356.96,05a8f984-3b90-4a40-b021-c604b9761a42
21-08-2020,00:00,20-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,595.60,
20-08-2020,16:02,20-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,000441 @ 9.926,8307 EUR",,,,EUR,595.61,
20-08-2020,16:02,20-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,06 @ 9.926,8307 EUR",,,,EUR,599.99,
20-08-2020,00:00,19-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,599.99,
19-08-2020,15:55,19-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,005275 @ 9.926,9906 EUR",,,,EUR,599.99,
19-08-2020,15:55,19-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,01 @ 9.926,9906 EUR",,,,EUR,646.90,
